Mode;Kinetic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kinetic duration [hhmmss];;;;00:03:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interval time [ms];;;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mode;Fluorescence Top Reading;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;Label 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Excitation;;;;Monochromator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Excitation wavelength [nm];;;;484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Excitation bandwidth [nm];;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emission;;;;Monochromator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emission wavelength [nm];;;;520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Emission bandwidth [nm];;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gain Manual;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mirror;;;;Automatic (Dichroic 510);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of flashes;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Integration time [µs];;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lag time [µs];;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Settle time [ms];;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z-Position [?m];;;;16000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z-Position mode;;;;Manual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Part of Plate;;;;A10-A12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start Time;;;;2025-12-11 16:03:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Temperature [°C];;;;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Label 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cycle Nr.;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
Time [s];0;2,019;4,036;6,041;8,058;10,075;12,094;14,098;16,116;18,133;20,151;22,17;24,189;26,206;28,225;30,243;32,262;34,28;36,3;38,318;40,336;42,353;44,369;46,386;48,392;50,411;52,43;54,436;56,44;58,446;60,451;62,47;64,486;66,492;68,51;70,516;72,523;74,541;76,559;78,575;80,591;82,594;84,601;86,606;88,613;90,629;92,647;94,666;96,684;98,701;100,724;102,738;104,757;106,778;108,796;110,817;112,836;114,859;116,876;118,895;120,913;122,932;124,95;126,967;128,974;130,991;132,997;135,002;137,021;139,028;141,046;143,059;145,074;147,08;149,099;151,116;153,121;155,129;157,136;159,154;161,17;163,188;165,206;167,225;169,23;171,245;173,252;175,271;177,274;179,292
Temp. [°C];23,7;23,7;23,7;23,8;23,9;23,9;23,9;23,9;23,9;23,9;24;24;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24,1;24;24;24,1;24,1;24,1;24,1;24;24;24;24;24,1;24,1;24;24;24;24;24;24;24;24;24;24;23,9;23,9;23,9;23,9;24;24;23,9;23,9;23,9;23,9;23,9;23,9;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,8;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7;23,7
I1.0;15927;17179;18233;19179;19810;20363;20951;21324;21756;21915;22232;22482;22834;22976;23098;23231;23583;23734;24039;24170;24213;24367;24520;24664;24803;24867;25092;25123;25283;25574;25448;25705;25787;25732;26025;26199;26162;26103;26409;26574;26621;26567;26637;26943;27146;26867;27009;27317;27305;27420;27496;27707;27868;27593;27819;27965;27903;27891;28027;28239;28343;28378;28381;28617;28565;28673;28701;28821;28944;28981;28972;29040;29218;29428;29249;29184;29410;29400;29476;29718;29774;29758;29835;29815;30032;30041;30268;30126;30144;30346
I1.0;18040;19435;20556;21508;22147;22809;23608;23875;24429;24734;25128;25236;25674;26128;26116;26507;26776;27155;27174;27252;27445;27626;27885;28090;28149;28153;28507;28605;28673;28910;29048;29259;29248;29202;29432;29569;29653;29841;29691;29925;29964;29936;30045;30368;30354;30441;30405;30396;30492;30694;30696;30787;30732;31029;30976;30958;30986;31277;31341;31374;31412;31468;31520;31604;31678;31564;31642;31774;31754;31823;31865;32034;32001;32094;32071;32162;32103;32342;32325;32399;32425;32293;32399;32376;32568;32652;32672;32559;32725;32461
I1.0;19105;20058;21387;22303;22864;23519;23814;24291;24885;24942;25390;25785;25863;26002;26262;26659;26490;26846;26822;26869;27160;27122;27314;27317;27370;27519;27648;27870;27749;27825;28128;27909;28024;28093;28125;28247;28377;28432;28356;28506;28670;28514;28808;28595;28750;28880;28931;28866;28992;28970;29064;29133;29259;29396;29304;29217;29358;29409;29454;29408;29697;29712;29761;29667;29639;29878;29694;29902;30033;29908;30035;30100;30108;30265;30328;30254;30412;30267;30442;30300;30397;30480;30504;30511;30590;30454;30409;30582;30696;30665
I1.1;17816;19133;20235;21183;21925;22623;23209;23668;24080;24642;25003;25358;25594;26049;26260;26311;26840;26781;26965;27114;27352;27481;27823;27982;28006;28113;28211;28273;28461;28607;28701;28818;28816;29157;29160;29288;29541;29351;29463;29609;29685;30008;29948;29954;30036;30301;30331;30517;30554;30656;30830;30731;30889;31073;31016;31169;31256;31181;31466;31473;31504;31544;31450;31785;31749;31662;31927;31883;31925;32048;32197;32097;32349;32317;32437;32653;32448;32681;32785;32783;32904;32932;32925;32773;32859;33233;33051;33368;33198;33445
I1.1;18649;20114;21295;22074;22998;23698;24273;24873;25393;25892;26133;26589;27066;27168;27587;27931;28160;28157;28269;28592;28745;28611;28960;29073;29145;29310;29283;29624;29548;29782;29690;29971;30015;30274;30177;30256;30309;30312;30428;30466;30506;30616;30623;30775;30773;30875;30830;31106;30868;31061;31235;31046;31169;31278;31314;31235;31326;31526;31464;31504;31623;31699;31782;31780;31865;31874;32047;32085;32044;31898;32070;32307;32022;32155;32285;32328;32330;32430;32410;32199;32490;32557;32546;32579;32497;32565;32649;32714;32538;32705
I1.1;17361;18531;19685;20594;21218;21669;22372;22728;23037;23751;24050;24139;24519;24712;25047;25373;25541;25693;25711;26052;26178;26461;26467;26702;26849;27037;27095;27310;27416;27585;27517;27680;27619;27937;27747;27946;28053;28038;28339;28259;28450;28544;28657;28773;28674;28701;28844;28955;28934;29210;29145;29173;29214;29282;29242;29361;29427;29573;29614;29516;29526;29629;29586;29710;29726;29619;29925;29931;30019;30019;29961;29887;30039;30079;30179;30320;30222;30206;30250;30304;30271;30490;30510;30340;30547;30444;30434;30369;30532;30527
I1.2;14280;15398;16178;17187;17647;18231;18733;19212;19482;19845;20188;20402;20683;20941;21111;21411;21500;21777;21942;22038;22225;22192;22470;22694;22839;22896;22917;23118;23207;23416;23455;23493;23581;23828;23772;23812;23889;23916;24055;24113;24047;24185;24377;24418;24525;24446;24511;24726;24735;24816;24881;24807;25097;25216;25012;25112;25185;25333;25471;25367;25324;25293;25376;25462;25571;25671;25641;25709;25826;25758;25842;25714;25985;26084;26013;26017;26008;26243;26142;26124;26236;26289;26406;26406;26263;26442;26406;26630;26707;26795
I1.2;16134;17292;18339;19095;19658;20189;20703;21085;21615;21847;22097;22470;22569;22916;23104;23258;23676;23655;23847;24096;24044;24118;24424;24496;24695;24797;24721;24896;24857;25181;25149;25166;25388;25320;25442;25414;25546;25566;25590;25822;25859;25833;25988;25919;26066;26206;26071;26194;26261;26175;26300;26365;26430;27320;27428;27397;27573;27364;27556;27702;27644;27464;27693;27620;27661;27592;27874;27812;27842;27959;27773;27799;27813;27895;27900;28009;27890;28028;28003;27994;27807;27965;28093;28046;27973;27957;27816;27909;28026;27855
I1.2;15402;16303;17202;17974;18654;18898;19225;19474;19615;19723;19623;19869;19960;20061;20292;20300;20530;20446;20486;20764;20765;20884;20932;20852;21140;20967;21177;21225;21135;21288;21270;21449;21383;21750;21506;21605;21721;21577;21737;21784;21787;21898;22080;22041;21838;22083;21932;22034;22037;22276;22097;22135;22184;22314;22412;22377;22484;22390;22332;22366;22466;22449;22645;22723;22489;22648;22575;22739;22674;22805;22697;22825;22840;23007;22843;22777;23010;23077;22935;22880;22992;23101;22911;23054;23093;23077;23222;23368;23068;23409
I1.0 +CCCP;5693;5982;6078;6214;6286;6427;6433;6432;6538;6697;6675;6766;6775;6813;6805;6768;6822;6800;6897;6867;6903;6865;6910;6863;6907;6916;6971;6839;6874;6964;6888;6876;6886;6899;6936;6893;6915;6912;6939;6990;6924;6902;6948;6860;6895;6960;7060;7069;7016;7049;7098;7084;7100;7025;6913;7052;7057;7037;7068;7030;7067;7035;7025;7056;7045;6949;6980;6979;7002;7053;6989;7028;6962;6966;6945;6991;7013;6942;6969;6942;6911;6953;6953;6889;7022;6938;6939;6901;6887;6875
I1.0 +CCCP;5493;5640;5700;5793;5939;5941;6111;6122;6181;6226;6241;6350;6346;6329;6286;6253;6348;6414;6343;6469;6384;6503;6502;6380;6401;6475;6478;6575;6548;6526;6527;6570;6510;6612;6498;6643;6544;6596;6555;6685;6573;6569;6643;6609;6582;6682;6623;6607;6680;6684;6635;6669;6607;6580;6690;6689;6669;6706;6620;6783;6729;6638;6729;6620;6684;6661;6657;6673;6779;6696;6710;6750;6718;6677;6750;6653;6720;6699;6702;6665;6601;6683;6760;6719;6687;6739;6706;6672;6722;6673
I1.0 +CCCP;5106;5324;5462;5458;5590;5704;5801;5838;5860;5916;5992;6057;6028;6100;5974;6024;6023;6102;6112;6124;6094;6119;6104;6155;6082;6052;6052;6047;6057;6099;6138;6121;6134;6127;6112;6133;6047;6125;6091;6233;6144;6149;6167;6110;6093;6106;6078;6148;6242;6177;6178;6081;6127;6169;6219;6086;6225;6193;6180;6156;6113;6148;6235;6170;6166;6180;6174;6187;6174;6220;6198;6202;6191;6219;6208;6270;6246;6194;6209;6196;6235;6186;6207;6142;6213;6251;6178;6150;6222;6252
B1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
