Integrationszeit;;;;35;Ês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verzîgerungszeit;;;;6;Ês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ruhezeit;;;;0;ms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bereich der Platte;;;;C10-C12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Startzeit:;11.11.2025 16:29:21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zyklus Nr.;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61
Zeit [s];0;8;16;24;32;40;48;56;64;72;80;88;96;104;112;120;128;136;144;152;160;168;176;184;192;200;208;216;224;232;240;248;256;264;272;280;288;296;304;312;320;328;336;344;352,1;360;368;376;384;392;400;408;416;424;432;440;448;456;464;472;480
Temp. [¯C];--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
C10;12511;12476;12344;12249;12257;12234;12267;12237;12261;12287;12252;12295;12266;12138;12109;12101;12132;12037;12159;12041;12037;11948;11915;11889;11927;11870;11881;11736;11738;11726;11684;11722;11646;11662;11658;11526;11586;11501;11503;11504;11425;11420;11389;11344;11305;11326;11205;11175;11077;11062;11055;10994;10980;11052;10955;10864;10847;10874;10815;10784;10755
C11;42679;41222;40623;39668;39011;38238;37594;37470;36842;36254;35885;35342;35040;34604;34077;33837;33587;33200;32889;32753;32120;31966;31898;31316;31269;30711;30842;30438;30157;30038;29790;29699;29361;29262;28969;28644;28495;28444;28478;28125;27833;27793;27467;27407;27157;27119;26844;26647;26531;26518;26603;26216;25943;25871;25789;25540;25446;25431;25146;25234;25069
C12;23317;22346;21626;21210;20995;20767;20525;20552;20545;20136;20039;19979;20010;19753;19647;19490;19451;19352;19168;19025;19006;18846;18977;18762;18810;18648;18517;18480;18395;18349;18282;18278;18296;18205;17964;17953;17992;17989;18169;17954;17919;17899;17833;17782;17705;17729;17615;17585;17647;17611;17620;17440;17487;17459;17408;17315;17355;17414;17233;17384;17277
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kontrolle;0;-0,002797538;-0,013348254;-0,020941571;-0,020302134;-0,022140516;-0,019502838;-0,021900727;-0,019982415;-0,017904244;-0,020701782;-0,017264807;-0,019582767;-0,029813764;-0,032131724;-0,032771161;-0,030293342;-0,03788666;-0,028135241;-0,037566941;-0,03788666;-0,0450004;-0,047638078;-0,04971625;-0,046678923;-0,051234913;-0,050355687;-0,061945488;-0,061785629;-0,062744785;-0,06610183;-0,063064503;-0,069139158;-0,067860283;-0,068180002;-0,078730717;-0,073934937;-0,080728959;-0,080569099;-0,08048917;-0,086803613;-0,087203261;-0,089681081;-0,093277915;-0,096395172;-0,094716649;-0,104388138;-0,106786028;-0,114619135;-0,11581808;-0,116377588;-0,121253297;-0,122372312;-0,116617377;-0,124370554;-0,131644153;-0,133002957;-0,130844857;-0,135560707;-0,138038526;-0,140356486
MCT;0;-0,034138569;-0,048173575;-0,070549919;-0,085943907;-0,104055859;-0,119145247;-0,122050657;-0,136765154;-0,150542421;-0,15918836;-0,171911244;-0,178987324;-0,189203121;-0,201551114;-0,207174489;-0,21303217;-0,222099862;-0,229386818;-0,232573397;-0,247405047;-0,251013379;-0,252606668;-0,266243352;-0,267344596;-0,280418941;-0,277349516;-0,28681553;-0,293399564;-0,296187821;-0,301998641;-0,304130837;-0,312050423;-0,314370065;-0,321235268;-0,328850254;-0,332341433;-0,3335364;-0,332739755;-0,341010802;-0,347852574;-0,348789803;-0,35642822;-0,357834064;-0,363691745;-0,364582113;-0,371025563;-0,375641416;-0,37835938;-0,37866398;-0,376672368;-0,38574006;-0,392136648;-0,39382366;-0,39574498;-0,401579231;-0,403781719;-0,40413318;-0,410810937;-0,408749033;-0,412615103
PfFNT;0;-0,041643436;-0,072522194;-0,090363254;-0,099583995;-0,109362268;-0,119740962;-0,118583008;-0,118883218;-0,136424068;-0,140584123;-0,143157353;-0,141827851;-0,152849852;-0,157395891;-0,164129176;-0,165801776;-0,170047605;-0,177938843;-0,184071707;-0,184886563;-0,19174851;-0,186130291;-0,195351031;-0,193292448;-0,200240168;-0,205858387;-0,207445212;-0,211090621;-0,21306343;-0,21593687;-0,216108419;-0,21533645;-0,219239182;-0,229574988;-0,230046747;-0,228374148;-0,228502809;-0,22078312;-0,23000386;-0,231504911;-0,232362654;-0,235193207;-0,237380452;-0,240682764;-0,239653472;-0,244542608;-0,245829223;-0,243170219;-0,244714157;-0,244328173;-0,252047862;-0,250032165;-0,251233006;-0,253420251;-0,257408758;-0,255693271;-0,253162928;-0,260925505;-0,254449543;-0,25903847
Endzeit:;11.11.2025 16:37:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C10 = K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C11 = M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C12 = F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
