Integrationszeit;;;;35;Ês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verzîgerungszeit;;;;6;Ês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ruhezeit;;;;0;ms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bereich der Platte;;;;A10-A12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Startzeit:;11.11.2025 15:59:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zyklus Nr.;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61
Zeit [s];0;8;16;24;32;40;48;56;64;72;80;88;96;104;112;120;128;136;144;152;160;168;176;184;192;200;208;216;224;232;240;248;256;264;272;280;288;296;304;312;320;328;336;344;352;360;368;376;384;392;400;408;416;424;432;440;448;456;464;472;480
Temp. [¯C];--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
A10;13629;13533;13475;13497;13404;13344;13309;13364;13339;13309;13289;13212;13228;13208;13169;13201;13146;13172;13123;13069;12969;12958;12983;12959;12874;12843;12835;12811;12748;12636;12695;12705;12681;12646;12636;12628;12570;12602;12534;12498;12461;12440;12360;12323;12299;12276;12317;12195;12233;12173;12156;12122;12125;12089;12040;12048;12035;11973;11955;11930;11921
A11;42115;41659;41202;40646;40139;40083;39780;39263;39122;38888;38600;38424;38150;38059;37734;37658;37529;37170;37130;36955;36656;36577;36426;36329;36385;36049;35996;36049;35897;35564;35483;35429;35364;35365;35263;35045;35011;34850;34937;34850;34562;34510;34424;34339;34145;34066;33876;33944;33797;33894;33822;33786;33582;33592;33569;33474;33377;33312;33219;33141;33064
A12;27837;27940;27886;27581;27519;27321;27027;27261;27232;26875;26729;26699;26835;26711;26515;26479;26273;26323;26314;26141;26288;26195;26235;26159;26124;25928;25996;25777;26008;25863;25743;25701;25761;25545;25557;25562;25570;25481;25562;25495;25540;25343;25371;25403;25393;25308;25313;25313;25382;25210;25010;25063;24884;25035;25007;24931;24840;24664;24781;24681;24608
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kontrolle;0;-0,007043804;-0,011299435;-0,00968523;-0,016508915;-0,020911292;-0,023479346;-0,019443833;-0,021278157;-0,023479346;-0,024946805;-0,030596522;-0,029422555;-0,030890014;-0,033751559;-0,031403625;-0,035439137;-0,03353144;-0,037126715;-0,041088855;-0,04842615;-0,049233253;-0,047398929;-0,04915988;-0,055396581;-0,057671142;-0,058258126;-0,060019077;-0,064641573;-0,072859344;-0,06853034;-0,06779661;-0,069557561;-0,072125614;-0,072859344;-0,073446328;-0,077701959;-0,075354025;-0,080343385;-0,082984812;-0,085699611;-0,087240443;-0,09311028;-0,095825079;-0,09758603;-0,099273608;-0,096265317;-0,105216817;-0,102428645;-0,106831022;-0,108078362;-0,110573043;-0,110352924;-0,11299435;-0,116589625;-0,116002641;-0,11695649;-0,121505613;-0,122826326;-0,12466065;-0,125321007
MCT;0;-0,010827496;-0,021678737;-0,034880684;-0,04691915;-0,048248842;-0,055443429;-0,06771934;-0,071067316;-0,076623531;-0,083461949;-0,087640983;-0,094146979;-0,096307729;-0,104024694;-0,105829277;-0,108892319;-0,117416597;-0,118366378;-0,122521667;-0,129621275;-0,131497091;-0,135082512;-0,13738573;-0,136056037;-0,144034192;-0,145292651;-0,144034192;-0,147643357;-0,155550279;-0,157473584;-0,158755788;-0,160299181;-0,160275436;-0,162697376;-0,167873679;-0,168680993;-0,172503858;-0,170438086;-0,172503858;-0,179342277;-0,180576992;-0,182619019;-0,184637303;-0,189243737;-0,191119554;-0,19563101;-0,194016384;-0,197506827;-0,195203609;-0,196913214;-0,197768016;-0,202611896;-0,202374451;-0,202920575;-0,205176303;-0,20747952;-0,209022913;-0,211231153;-0,213083225;-0,214911552
PfFNT;0;0,003700111;0,001760247;-0,009196393;-0,011423645;-0,01853648;-0,029097963;-0,020691885;-0,021733664;-0,034558322;-0,03980314;-0,040880842;-0,035995258;-0,040449761;-0,04749075;-0,048783993;-0,056184215;-0,054388045;-0,054711355;-0,060926106;-0,055645364;-0,058986241;-0,057549305;-0,060279484;-0,061536804;-0,068577792;-0,066135;-0,074002227;-0,065703919;-0,070912814;-0,075223623;-0,076732407;-0,074577002;-0,082336459;-0,081905378;-0,081725761;-0,081438373;-0,084635557;-0,081725761;-0,084132629;-0,082516076;-0,089592988;-0,088587132;-0,087437583;-0,087796817;-0,090850307;-0,09067069;-0,09067069;-0,088191975;-0,094370801;-0,101555484;-0,099651543;-0,106081834;-0,100657398;-0,101663254;-0,104393433;-0,107662464;-0,113984984;-0,109781945;-0,113374286;-0,115996695
Endzeit:;11.11.2025 16:07:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a10 = K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A11 = M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A12 = L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
